MonsoonIntensity,TopographyDrainage,RiverManagement,Deforestation,Urbanization,ClimateChange,DamsQuality,Siltation,AgriculturalPractices,Encroachments,IneffectiveDisasterPreparedness,DrainageSystems,CoastalVulnerability,Landslides,Watersheds,DeterioratingInfrastructure,PopulationScore,WetlandLoss,InadequatePlanning,PoliticalFactors,FloodProbability,Temperature,Humidity,Rainfall
3,2,3,6,6,5,3,6,7,3,3,4,0,6,4,5,3,1,1,8,0.395,,,
7,8,8,6,5,4,6,4,3,4,5,3,5,3,9,3,4,1,7,7,0.51,,,
6,2,4,5,5,9,3,1,6,5,4,1,4,1,2,1,1,7,6,5,0.39,,,
1,5,10,1,4,4,8,8,4,6,7,4,7,7,8,3,1,6,8,6,0.54,,,
5,7,4,6,5,5,1,6,5,3,3,5,6,7,7,4,2,4,7,6,0.49,,,
4,1,6,1,6,6,2,4,2,3,4,6,5,6,6,6,4,6,8,3,0.445,,,
3,5,4,6,3,5,4,10,7,5,9,4,2,5,5,11,5,8,4,2,0.535,,,
5,5,6,6,9,7,10,5,4,4,3,7,6,0,4,8,7,5,6,8,0.575,,,
8,8,9,4,2,2,6,3,4,4,7,2,0,10,3,6,2,4,7,6,0.485,,,
7,11,3,3,5,6,3,4,2,4,8,4,6,5,4,2,3,4,2,3,0.445,,,
3,6,4,0,6,4,6,5,3,9,2,2,6,5,2,4,7,1,6,2,0.415,,,
3,4,5,1,6,5,4,4,5,11,7,5,5,5,7,4,6,5,6,7,0.525,,,
2,4,6,6,9,2,7,8,5,5,7,8,3,4,4,10,7,14,5,6,0.61,,,
3,8,2,5,4,4,5,10,2,5,2,6,5,5,7,8,8,2,6,7,0.52,,,
10,10,4,2,5,8,5,4,2,3,9,3,4,3,1,2,3,2,5,5,0.45,,,
3,3,6,2,9,7,3,7,3,5,4,6,6,7,6,6,6,5,3,4,0.505,,,
5,7,2,7,4,6,4,3,7,5,9,6,9,6,5,4,4,9,2,8,0.56,,,
4,5,4,4,5,9,6,2,3,1,2,4,4,7,6,4,4,6,4,3,0.435,,,
3,5,6,5,7,4,8,7,1,5,7,3,6,8,2,7,5,6,7,10,0.56,,,
4,10,8,6,7,3,5,3,2,5,4,9,7,3,9,5,4,4,4,3,0.525,,,
2,3,4,4,3,5,3,2,6,4,6,8,1,4,5,7,4,7,5,7,0.45,,,
0,2,6,3,4,5,5,5,7,2,6,6,6,4,2,9,5,1,8,5,0.455,,,
5,3,3,7,9,9,11,6,7,4,2,7,4,6,8,7,3,7,3,7,0.59,,,
1,6,7,5,3,1,4,6,3,1,4,5,3,6,7,2,5,2,5,5,0.405,,,
5,2,7,6,4,10,7,2,8,7,2,4,7,5,8,4,7,5,4,5,0.545,,,
5,7,4,1,4,6,7,8,7,5,2,3,5,4,11,3,4,3,7,10,0.53,,,
7,4,5,6,5,6,5,4,3,3,4,8,2,4,5,6,8,3,6,5,0.495,,,
4,7,3,9,2,3,6,6,4,5,6,6,8,5,5,10,4,7,3,6,0.545,,,
7,3,3,4,6,7,4,6,3,8,6,5,6,6,3,2,6,5,6,2,0.49,,,
7,7,4,4,3,5,5,4,7,4,6,8,9,9,6,3,3,8,3,4,0.545,,,
5,6,8,7,8,5,3,4,6,4,6,9,5,5,7,2,6,5,12,4,0.585,,,
5,4,4,7,4,5,4,2,4,8,5,3,3,4,7,3,3,4,1,3,0.415,,,
7,6,8,5,4,4,4,5,2,4,7,7,4,6,4,6,5,4,8,8,0.54,,,
5,6,5,5,4,2,4,9,6,4,4,6,5,6,5,4,11,7,9,4,0.555,,,
6,2,3,5,4,2,5,7,10,5,1,1,5,2,5,6,1,4,8,3,0.425,,,
5,5,7,3,6,3,3,6,5,8,5,5,5,7,6,3,4,4,8,2,0.5,,,
7,7,7,4,5,2,3,3,7,5,4,7,3,8,6,6,6,3,4,4,0.505,,,
7,5,8,6,7,10,7,4,3,3,4,11,7,6,2,11,4,6,7,4,0.61,,,
11,6,5,7,2,3,5,4,8,4,4,9,2,7,5,10,8,6,9,8,0.615,,,
9,6,5,5,8,6,5,8,6,7,5,2,4,6,4,6,4,3,4,5,0.54,,,
4,2,2,2,3,4,8,4,5,6,5,7,6,3,6,1,4,4,1,4,0.405,,,
3,6,3,7,4,2,3,4,4,4,4,5,8,6,3,3,10,6,4,3,0.46,,,
7,6,8,5,1,7,7,3,1,4,4,2,7,5,4,6,4,7,3,8,0.495,,,
4,8,4,5,2,5,2,5,5,0,3,4,7,4,5,13,7,8,3,9,0.515,,,
9,4,3,4,4,6,4,6,2,8,3,2,4,3,8,5,5,1,3,5,0.445,,,
7,9,7,4,2,2,6,4,3,6,3,6,2,7,4,5,4,3,3,6,0.465,,,
5,2,7,3,9,2,2,6,7,6,6,5,3,4,4,4,9,5,6,6,0.505,,,
7,2,3,7,6,7,4,5,10,7,3,7,6,3,2,6,5,2,7,4,0.515,,,
6,4,4,2,3,5,9,8,6,6,3,4,6,2,5,5,4,4,4,3,0.465,,,
5,5,7,5,7,7,5,2,7,4,8,2,6,3,5,2,5,4,5,3,0.485,,,
7,5,3,4,4,4,3,5,6,10,7,4,9,5,9,6,4,9,2,3,0.545,,,
1,8,4,6,8,5,5,6,4,6,2,0,5,4,7,9,6,8,5,8,0.535,,,
3,2,7,5,2,5,5,5,5,3,4,7,2,3,8,0,6,5,5,6,0.44,,,
5,7,4,3,4,8,5,2,5,5,9,4,4,7,6,8,11,7,4,6,0.57,,,
4,3,9,3,4,6,4,4,6,9,6,7,8,3,7,6,4,6,5,4,0.54,,,
9,3,5,6,6,8,6,4,6,4,4,5,2,4,1,2,5,5,11,4,0.5,,,
6,3,6,8,4,1,3,2,4,4,6,7,2,11,6,3,5,11,3,6,0.505,,,
7,6,6,6,3,3,7,7,10,4,4,6,3,11,9,10,3,2,7,5,0.595,,,
7,4,5,10,4,8,3,8,1,2,1,3,9,10,6,2,4,2,5,8,0.51,,,
3,3,4,2,5,3,6,3,3,5,7,6,4,5,5,3,3,7,5,6,0.44,,,
6,3,5,10,6,9,3,5,4,4,4,4,7,7,7,1,5,6,4,3,0.515,,,
3,6,2,7,4,4,2,2,5,6,6,4,8,6,7,6,8,6,1,5,0.49,,,
5,3,7,6,2,4,4,1,7,6,6,6,6,1,4,5,3,4,6,7,0.465,,,
6,1,7,4,2,4,9,3,1,5,2,7,7,6,2,8,4,5,5,5,0.465,,,
4,4,1,4,4,7,9,2,6,4,5,3,5,7,5,3,6,10,3,6,0.49,,,
4,3,2,4,9,3,4,2,7,2,4,3,6,7,9,7,6,7,2,4,0.475,,,
4,7,4,1,5,2,5,4,6,6,2,4,6,2,3,7,7,3,3,4,0.425,,,
8,7,6,6,3,4,6,3,3,3,10,9,5,3,7,4,3,8,5,5,0.54,,,
6,3,8,7,5,1,9,7,10,2,8,3,4,4,5,4,1,2,4,5,0.49,,,
5,7,5,5,8,5,8,4,2,4,1,5,5,5,4,1,8,3,5,5,0.475,,,
1,5,8,1,4,10,3,3,6,2,3,5,8,4,10,6,3,3,2,4,0.455,,,
7,3,6,7,3,4,5,3,7,3,6,5,8,4,11,3,3,3,6,9,0.53,,,
4,5,6,4,4,2,7,2,5,8,2,3,4,6,6,4,3,5,6,2,0.44,,,
3,6,6,8,6,8,1,5,7,6,6,4,4,9,3,8,6,4,7,4,0.555,,,
4,5,5,6,9,6,8,4,6,4,3,6,11,8,4,5,3,9,7,5,0.59,,,
4,3,4,5,4,7,6,4,8,3,5,2,1,8,3,4,4,4,7,6,0.46,,,
4,9,2,3,8,3,4,6,10,10,8,6,6,2,2,7,8,2,4,4,0.54,,,
7,5,3,4,10,1,6,4,4,2,4,4,4,4,4,5,4,4,7,3,0.445,,,
3,8,2,6,1,9,7,5,1,4,2,8,4,3,2,8,4,4,2,8,0.455,,,
2,4,3,3,6,5,5,5,6,6,5,3,3,6,5,2,0,9,5,10,0.465,,,
3,5,5,4,3,3,4,5,7,4,3,8,3,5,6,4,3,8,3,5,0.455,,,
6,3,9,7,5,5,4,7,10,5,5,0,6,5,5,4,6,5,9,3,0.545,,,
6,4,8,9,5,2,6,3,6,5,5,6,6,8,3,5,9,3,4,5,0.54,,,
4,3,4,1,3,9,2,4,4,5,3,6,6,4,7,3,5,6,3,5,0.435,,,
5,9,4,6,3,2,10,6,5,4,3,7,0,8,7,4,8,5,8,1,0.525,,,
9,5,3,5,4,6,4,6,2,6,5,3,5,4,3,5,6,4,8,4,0.485,,,
4,3,5,6,7,6,0,5,5,4,4,0,4,6,5,2,7,12,4,4,0.465,,,
7,6,10,4,4,5,7,5,5,5,5,3,6,7,3,2,3,3,9,3,0.51,,,
5,4,9,4,5,4,5,5,4,5,5,8,6,8,6,7,4,4,5,4,0.535,,,
6,5,3,7,5,5,7,2,3,4,3,2,8,6,7,3,5,8,5,4,0.49,,,
2,3,6,4,7,4,5,7,3,6,8,4,3,3,5,9,6,3,5,3,0.48,,,
7,5,6,10,5,9,7,8,6,3,4,4,9,6,9,5,2,3,4,2,0.57,,,
6,4,6,4,6,4,6,5,7,8,4,7,5,4,8,4,9,7,6,2,0.56,,,
3,7,3,3,3,4,5,4,8,7,12,6,7,5,6,7,4,2,5,5,0.53,,,
9,3,5,6,3,4,8,6,4,8,5,6,3,3,2,6,3,7,9,5,0.525,,,
8,5,5,7,8,4,5,2,8,4,9,11,7,4,3,5,6,2,4,1,0.54,,,
6,2,5,5,6,6,3,4,0,3,5,4,2,4,3,3,3,4,5,1,0.37,,,
5,7,6,6,6,8,2,3,6,7,4,1,3,6,7,3,6,6,4,8,0.52,,,
9,2,2,6,3,4,3,4,1,2,1,4,3,6,3,7,0,2,7,5,0.37,,,
8,3,4,6,2,0,5,5,8,4,5,3,3,3,7,4,8,2,3,0,0.415,,,
7,7,8,5,5,5,6,8,4,6,6,1,5,4,5,5,8,6,4,4,0.545,,,
2,9,7,8,3,3,4,8,9,3,6,3,6,5,2,5,7,6,1,3,0.5,,,
4,5,6,7,6,6,5,9,2,5,8,4,2,5,5,8,5,4,5,5,0.53,,,
3,3,1,7,4,8,3,8,3,5,3,8,2,6,7,7,9,4,4,6,0.505,,,
3,5,7,2,5,2,4,6,3,7,3,3,7,5,3,2,2,11,8,7,0.475,,,
6,4,6,6,4,4,6,6,3,6,6,7,4,6,6,4,4,4,5,4,0.505,,,
11,4,2,8,6,13,4,5,5,6,5,2,8,5,6,4,9,7,7,5,0.61,,,
3,5,5,6,4,2,5,5,1,5,2,6,6,7,6,9,8,3,5,4,0.485,,,
7,7,5,7,5,6,3,2,9,4,11,7,3,6,6,5,7,5,6,5,0.58,,,
4,8,1,4,5,2,8,4,8,5,2,5,6,7,5,6,4,2,5,5,0.48,,,
4,6,8,3,8,4,1,5,4,3,6,4,8,4,6,5,4,6,5,6,0.5,,,
7,4,5,6,5,8,3,9,1,3,10,7,7,6,3,3,5,5,8,7,0.56,,,
4,8,4,11,3,4,7,4,5,3,3,6,4,5,3,3,9,6,3,8,0.515,,,
6,5,5,6,6,6,6,3,6,8,5,3,5,8,2,4,4,4,8,5,0.525,,,
8,7,6,3,9,4,4,1,3,7,3,7,7,4,7,4,8,4,6,2,0.52,,,
4,7,9,2,3,4,3,7,2,4,3,6,4,2,7,3,6,7,3,4,0.45,,,
2,6,5,8,5,8,8,3,8,3,6,8,4,4,6,7,4,2,8,2,0.535,,,
7,4,4,3,3,2,4,8,6,6,5,5,3,4,7,5,6,11,6,2,0.505,,,
8,4,8,9,9,2,4,8,7,5,4,5,5,5,5,0,2,4,8,6,0.54,,,
5,5,2,5,2,4,6,5,2,7,6,6,6,3,4,5,4,6,4,4,0.455,,,
2,4,2,4,7,6,6,7,6,2,5,6,4,6,5,2,5,4,6,3,0.46,,,
6,2,7,8,10,6,3,3,4,4,2,4,4,8,4,8,9,5,5,2,0.52,,,
7,1,11,3,3,3,10,3,3,6,5,5,1,7,2,7,6,4,6,5,0.49,,,
5,3,2,6,5,5,4,3,5,3,6,6,4,7,2,5,3,5,4,7,0.45,,,
5,8,4,4,8,7,5,9,4,1,5,8,4,4,5,9,8,2,3,6,0.545,,,
7,1,1,3,6,5,4,5,9,7,4,6,3,6,4,6,5,7,4,3,0.48,,,
9,3,3,4,7,5,4,5,4,4,8,4,5,3,6,5,4,5,5,1,0.47,,,
6,6,8,5,4,6,8,5,4,6,6,8,3,4,0,8,3,11,6,3,0.55,,,
5,8,9,3,6,9,6,9,8,4,2,6,8,5,9,3,2,6,7,6,0.605,,,
2,6,5,4,3,3,4,3,5,5,8,6,2,2,7,5,6,3,1,7,0.435,,,
0,8,6,3,6,6,3,9,3,4,6,3,8,5,5,4,8,5,5,3,0.5,,,
5,6,4,8,7,4,11,4,3,6,6,5,8,9,5,7,6,1,6,2,0.565,,,
7,4,4,1,4,4,7,6,7,8,5,3,7,3,7,8,3,4,4,5,0.505,,,
4,10,4,5,6,7,1,2,5,9,2,4,5,4,4,5,3,8,5,8,0.505,,,
5,4,9,7,1,5,3,4,4,3,4,6,2,4,10,3,2,3,3,6,0.44,,,
5,6,4,4,6,6,2,10,4,10,4,6,3,5,7,6,7,3,7,3,0.54,,,
5,3,7,2,6,6,6,10,2,4,6,7,6,10,8,6,5,8,5,7,0.595,,,
6,5,3,4,5,6,2,6,7,2,4,7,6,2,2,8,8,3,5,7,0.49,,,
5,7,6,6,5,3,3,0,3,4,3,3,7,2,7,7,10,6,4,3,0.47,,,
4,4,3,8,2,5,9,6,4,5,6,6,3,4,4,9,5,5,5,4,0.505,,,
3,7,3,3,8,5,6,3,4,8,5,4,4,2,3,3,4,4,4,7,0.45,,,
5,7,8,5,3,6,7,6,5,8,4,5,6,3,8,5,10,6,5,3,0.575,,,
6,6,3,4,5,5,3,1,6,2,4,6,9,5,4,5,7,4,8,7,0.5,,,
4,6,5,7,7,7,9,5,4,4,6,4,5,6,9,7,4,9,6,6,0.6,,,
2,5,6,3,5,5,1,5,5,4,5,2,5,5,1,4,1,5,5,9,0.415,,,
4,8,5,5,0,6,8,4,0,6,4,6,4,5,8,4,10,3,7,8,0.525,,,
5,7,1,5,8,3,5,8,4,4,4,1,5,4,8,4,4,6,7,4,0.485,,,
7,4,4,5,6,7,8,8,4,4,3,3,5,9,5,8,6,3,3,5,0.535,,,
5,1,6,7,8,2,6,5,6,7,1,7,6,5,7,8,6,6,4,6,0.545,,,
4,3,5,6,5,10,4,8,2,4,3,3,3,4,4,8,6,6,4,6,0.49,,,
4,2,4,6,3,2,6,5,4,2,4,4,6,8,4,5,3,4,6,1,0.415,,,
6,5,5,6,7,2,7,2,3,5,4,2,9,3,6,1,5,7,8,2,0.475,,,
3,5,3,6,2,4,2,6,3,4,8,3,5,6,4,4,5,4,6,1,0.42,,,
3,5,5,5,10,10,3,5,4,4,5,5,7,12,10,1,8,3,5,7,0.585,,,
7,1,4,3,4,5,7,7,5,9,2,4,8,3,5,1,5,4,2,6,0.46,,,
5,6,4,3,3,5,4,2,4,5,7,5,4,4,5,4,11,4,6,5,0.48,,,
4,5,7,6,7,3,5,4,7,10,5,6,4,1,5,2,4,8,10,4,0.535,,,
4,7,1,11,6,6,11,1,6,8,9,7,3,3,1,5,10,3,4,4,0.55,,,
2,4,6,4,7,3,7,7,1,8,6,5,6,5,5,3,5,4,2,8,0.49,,,
4,7,2,1,4,5,2,10,2,4,7,4,4,1,5,7,3,3,7,7,0.445,,,
5,2,4,5,5,5,5,11,0,6,3,3,4,4,3,4,6,3,4,7,0.445,,,
5,8,6,6,2,1,5,8,2,4,4,2,1,4,4,8,7,7,6,6,0.48,,,
6,3,4,6,9,7,7,4,4,4,3,7,4,8,6,4,6,4,4,6,0.53,,,
4,7,1,2,8,6,6,7,6,7,1,1,6,9,5,4,4,4,5,6,0.495,,,
3,6,2,1,9,8,9,5,7,4,6,6,8,9,2,6,3,5,4,2,0.525,,,
7,4,0,4,6,6,3,5,6,1,4,5,8,3,3,4,7,2,5,4,0.435,,,
5,9,2,2,7,8,5,1,7,2,7,6,4,7,2,4,5,2,5,4,0.47,,,
3,5,5,6,6,6,3,3,9,4,7,2,4,6,4,5,9,7,3,6,0.515,,,
4,6,4,9,8,8,6,3,7,4,5,5,7,11,4,2,5,7,5,2,0.56,,,
6,7,1,1,4,4,4,4,4,3,2,3,6,7,1,9,5,8,1,3,0.415,,,
3,7,5,2,4,5,2,7,5,3,0,8,5,3,4,4,3,8,5,4,0.435,,,
6,4,6,4,2,3,6,9,2,4,8,7,0,5,2,2,13,6,2,1,0.46,,,
6,7,3,5,4,9,4,2,6,2,8,1,2,4,7,5,4,5,4,8,0.48,,,
9,5,7,6,4,6,5,5,11,9,4,2,4,6,4,3,4,3,7,4,0.54,,,
6,1,7,7,8,4,1,5,5,2,6,11,3,3,2,3,3,7,9,4,0.485,,,
3,4,4,4,3,8,5,6,3,2,2,5,10,5,5,1,4,3,4,7,0.44,,,
2,6,0,4,1,4,6,10,2,6,6,5,3,3,4,8,4,9,4,4,0.455,,,
1,4,6,6,4,8,4,4,9,4,3,7,9,6,1,3,4,4,3,4,0.47,,,
3,4,3,6,5,4,5,6,5,4,5,8,3,6,7,3,3,3,7,6,0.48,,,
4,3,7,1,6,3,6,5,4,2,5,7,8,4,3,4,3,6,3,4,0.44,,,
7,4,2,4,3,5,4,2,4,5,4,5,3,4,7,3,5,5,6,8,0.45,,,
5,8,6,6,3,7,2,6,8,5,7,4,7,5,5,10,5,5,6,7,0.585,,,
6,6,8,5,4,6,7,6,10,4,2,6,8,6,8,5,6,6,6,3,0.59,,,
3,6,3,5,9,8,7,3,10,6,2,5,3,3,4,8,7,3,6,9,0.55,,,
2,5,7,6,0,3,5,3,4,4,4,4,7,7,2,6,6,1,6,9,0.455,,,
4,3,4,4,5,6,7,3,4,9,9,3,8,8,6,2,3,7,9,9,0.565,,,
0,6,3,3,6,2,2,2,6,6,5,7,7,3,7,4,5,6,4,7,0.455,,,
3,5,5,8,5,4,6,9,3,2,2,6,4,8,3,9,10,5,3,4,0.52,,,
2,6,5,7,4,6,4,7,4,7,5,9,7,7,3,4,6,7,3,3,0.53,,,
4,6,7,5,5,2,7,6,6,2,5,3,7,4,5,7,3,4,2,3,0.465,,,
4,6,8,10,6,4,7,4,4,4,7,5,4,3,1,4,3,3,4,3,0.47,,,
4,4,6,6,4,4,6,6,6,6,5,9,6,6,4,6,1,1,6,10,0.53,,,
5,4,7,8,4,4,5,5,4,4,7,4,4,5,1,9,5,5,8,6,0.52,,,
14,8,3,5,7,9,2,7,6,4,5,7,4,5,7,7,4,9,4,6,0.615,,,
6,5,4,4,4,5,5,4,6,5,4,0,7,6,2,5,6,7,3,6,0.47,,,
5,6,2,6,7,5,5,4,7,4,2,0,6,6,4,4,11,5,5,3,0.485,,,
3,6,7,5,4,3,6,4,9,4,9,2,7,6,6,4,4,7,10,7,0.565,,,
5,2,7,2,5,6,4,3,4,2,6,10,6,4,4,9,8,4,5,6,0.51,,,
4,1,5,6,7,6,4,3,5,8,5,5,5,2,6,6,10,5,9,6,0.54,,,
4,6,4,6,6,2,6,2,2,3,2,5,1,6,5,3,2,3,12,2,0.41,,,
7,7,1,9,7,4,4,5,5,3,2,6,4,4,5,7,4,6,6,6,0.51,,,
7,7,6,5,3,4,10,3,7,3,8,3,7,4,9,4,5,2,4,8,0.545,,,
1,5,5,5,6,5,4,4,5,4,5,4,3,2,6,5,5,8,3,5,0.45,,,
5,3,3,7,3,10,2,6,3,9,5,7,1,4,3,1,7,4,4,6,0.465,,,
6,7,4,6,5,7,7,6,4,2,4,7,8,2,5,7,5,2,9,4,0.535,,,
3,5,3,3,7,3,3,1,1,1,6,2,11,3,3,5,1,2,3,5,0.355,,,
2,2,3,5,3,6,5,4,5,4,3,1,7,6,4,2,3,6,6,4,0.405,,,
6,3,2,6,4,3,1,2,5,4,0,3,7,3,8,4,4,10,4,5,0.42,,,
4,1,5,9,5,6,4,6,6,7,3,9,2,4,1,2,5,5,3,1,0.44,,,
6,10,7,3,4,4,5,3,8,6,6,5,8,5,6,3,4,6,7,6,0.56,,,
3,5,7,3,6,2,6,4,4,3,6,6,7,7,2,5,6,5,4,4,0.475,,,
6,2,5,5,9,6,5,1,5,5,5,3,6,5,7,6,6,4,7,8,0.53,,,
2,5,2,4,5,6,5,4,6,3,4,6,4,2,4,10,6,1,4,8,0.455,,,
5,14,6,2,4,6,4,3,8,4,3,2,4,4,7,10,2,5,4,5,0.51,,,
4,4,5,2,3,2,3,2,5,4,5,10,3,6,4,6,4,3,9,4,0.44,,,
6,0,10,5,3,5,4,2,7,8,6,4,2,3,6,2,7,7,5,5,0.485,,,
2,7,5,4,3,4,6,8,6,9,6,4,7,3,2,1,6,9,4,6,0.51,,,
4,4,7,6,0,5,2,6,8,2,6,5,7,3,3,6,2,5,4,6,0.455,,,
4,1,3,3,4,5,2,4,7,3,6,10,3,6,3,6,2,7,2,4,0.425,,,
6,6,7,10,7,9,6,1,7,5,4,0,6,9,5,5,5,5,6,5,0.57,,,
3,6,3,4,3,10,4,5,3,3,7,3,9,5,6,7,3,5,4,4,0.485,,,
5,4,5,4,5,6,6,6,5,4,1,3,3,4,4,5,6,8,2,4,0.45,,,
4,3,10,1,5,4,3,2,2,1,8,5,5,4,2,5,8,5,4,3,0.42,,,
8,5,8,3,6,2,9,1,4,5,6,5,9,4,3,4,5,4,10,3,0.52,,,
5,8,4,6,6,6,2,3,2,8,3,3,3,2,7,2,5,3,12,12,0.51,,,
8,2,6,4,3,6,5,7,10,5,4,6,4,9,5,3,7,8,6,4,0.56,,,
5,3,6,5,3,5,6,2,9,5,4,5,9,4,10,2,5,9,4,3,0.52,,,
5,9,6,6,4,1,6,4,3,4,6,2,4,5,2,5,5,6,2,3,0.44,,,
5,2,5,5,4,3,4,6,6,7,6,5,4,4,3,1,8,5,4,4,0.455,,,
2,6,2,4,3,6,2,7,9,2,4,5,7,5,8,4,7,6,3,6,0.49,,,
4,6,3,5,1,4,4,3,6,2,6,6,4,4,2,4,4,6,5,9,0.44,,,
8,5,6,7,5,2,2,5,4,11,9,12,2,6,1,6,2,1,3,2,0.495,,,
3,9,5,5,10,3,4,9,6,4,4,5,3,10,3,3,3,3,4,4,0.5,,,
5,5,8,3,6,5,6,7,8,3,8,1,2,6,4,9,0,4,2,3,0.475,,,
5,6,2,11,4,1,6,6,10,8,8,1,4,4,1,6,6,5,5,5,0.52,,,
9,3,7,7,7,5,4,7,6,3,3,0,6,9,4,5,7,2,3,10,0.535,,,
4,3,4,8,1,2,4,4,6,7,6,7,4,9,2,7,2,5,4,5,0.47,,,
7,4,7,7,3,3,3,5,6,3,4,7,6,5,6,6,2,6,3,4,0.485,,,
6,4,8,5,4,2,5,4,6,3,10,7,6,4,6,8,3,7,6,7,0.555,,,
7,5,3,4,5,4,4,3,4,10,2,1,4,5,7,4,3,2,5,7,0.445,,,
7,5,6,3,6,2,6,5,3,3,3,7,9,4,7,3,2,12,3,5,0.505,,,
3,5,7,3,4,8,3,5,2,5,6,2,8,9,7,4,3,1,1,5,0.455,,,
8,4,5,5,7,4,6,1,9,2,4,1,4,4,7,2,5,4,6,5,0.465,,,
7,1,1,4,7,8,4,7,5,4,3,3,5,5,4,7,5,6,9,4,0.495,,,
0,4,9,4,6,2,5,7,3,6,5,6,7,1,2,6,6,2,8,6,0.475,,,
5,6,7,4,2,6,11,4,7,7,5,2,4,6,2,6,5,7,2,8,0.53,,,
8,10,4,5,4,8,8,6,2,5,5,8,6,5,8,4,3,4,3,7,0.565,,,
4,1,4,6,5,9,3,2,5,7,3,6,10,7,2,7,3,8,4,7,0.515,,,
2,2,6,3,5,1,4,6,7,7,5,2,5,7,5,6,5,5,6,10,0.495,,,
6,7,4,6,5,5,2,5,3,3,1,6,2,9,9,1,5,4,2,3,0.44,,,
3,7,3,7,6,4,6,3,6,4,5,5,6,4,6,6,5,2,4,6,0.49,,,
6,2,5,7,4,8,10,8,10,7,3,1,7,2,7,6,3,8,3,7,0.57,,,
3,7,8,7,4,6,1,3,2,8,5,5,5,4,3,5,4,4,4,5,0.465,,,
5,8,2,6,4,5,9,7,6,1,2,6,4,7,8,5,3,6,6,7,0.535,,,
6,6,4,4,7,3,5,5,9,3,3,5,7,4,10,4,2,1,10,5,0.515,,,
5,3,4,10,2,4,4,5,7,9,6,6,2,4,3,7,7,3,2,4,0.485,,,
5,6,4,5,4,2,1,12,5,5,5,3,3,2,4,8,5,5,3,8,0.475,,,
8,3,5,3,6,2,3,6,7,4,5,3,5,7,11,4,5,5,7,4,0.515,,,
3,5,7,5,6,7,4,2,6,5,3,4,2,10,5,4,3,3,5,5,0.47,,,
6,6,6,6,5,8,2,1,3,9,6,8,3,7,7,2,4,4,5,1,0.495,,,
4,11,2,6,1,3,6,6,5,4,2,4,4,3,5,7,6,5,6,8,0.49,,,
3,4,4,8,10,6,2,5,7,3,3,6,8,6,10,6,3,3,3,2,0.51,,,
6,7,4,5,5,4,3,2,2,6,7,5,6,7,7,7,3,3,5,6,0.5,,,
4,8,7,2,9,3,3,2,8,6,10,9,9,3,1,3,4,5,4,5,0.525,,,
1,4,4,8,3,5,4,9,6,3,7,6,3,6,8,5,9,5,3,4,0.515,,,
5,3,4,5,6,8,2,4,2,4,6,6,4,5,6,4,6,4,2,3,0.445,,,
8,6,5,3,3,6,8,7,3,1,4,8,5,1,1,7,7,4,6,5,0.49,,,
5,8,7,7,5,5,7,3,7,1,4,5,2,5,4,5,6,2,4,5,0.485,,,
10,13,6,5,6,8,4,7,4,1,5,2,5,2,7,5,9,6,7,3,0.575,,,
5,4,2,3,4,6,1,5,1,6,3,3,6,5,8,8,4,9,6,5,0.47,,,
3,4,4,8,5,5,6,4,5,6,3,1,9,10,4,2,4,4,7,9,0.515,,,
5,7,8,7,3,3,8,2,6,3,4,6,4,0,6,5,4,5,6,6,0.49,,,
8,5,5,1,7,3,6,4,4,1,8,3,5,3,7,3,2,5,2,7,0.445,,,
5,8,3,6,5,2,8,6,5,6,4,8,7,5,7,8,4,4,3,5,0.545,,,
8,3,9,3,1,8,6,1,5,4,5,8,4,3,2,2,5,4,3,12,0.48,,,
5,5,5,2,8,4,5,5,6,3,8,2,4,8,11,6,7,8,2,2,0.53,,,
5,5,4,4,4,6,6,4,5,7,4,6,5,9,7,2,6,4,6,7,0.53,,,
4,9,2,5,6,3,7,1,10,7,3,8,3,4,9,5,3,5,9,1,0.52,,,
5,6,5,6,6,9,9,3,7,3,9,2,6,3,6,3,6,6,8,6,0.57,,,
8,3,7,5,6,4,4,6,4,5,4,4,5,4,5,3,8,3,8,1,0.485,,,
2,7,2,3,7,2,5,4,7,5,5,7,5,6,4,8,1,5,7,4,0.48,,,
5,3,5,8,2,2,6,3,8,2,5,4,11,7,7,4,7,2,5,3,0.495,,,
3,5,8,1,3,3,7,1,1,5,7,7,4,7,9,7,8,5,5,4,0.5,,,
2,7,3,4,9,2,4,7,8,7,5,6,2,4,6,5,5,11,4,3,0.52,,,
2,4,5,5,2,2,5,3,10,7,4,6,3,8,3,6,2,6,5,7,0.475,,,
9,7,4,4,7,2,6,5,5,10,5,7,0,6,6,8,8,4,6,3,0.56,,,
7,3,4,7,5,2,10,3,2,3,5,4,7,4,5,10,8,8,4,6,0.535,,,
2,6,6,6,8,8,7,4,6,6,3,4,1,2,6,8,5,2,6,8,0.52,,,
2,5,3,3,11,2,7,6,11,9,4,9,4,5,2,4,13,7,6,5,0.59,,,
2,10,3,4,3,3,4,1,4,5,5,5,5,2,3,3,1,3,4,5,0.375,,,
10,11,3,8,6,4,6,6,5,3,4,3,6,2,5,4,3,5,3,4,0.505,,,
4,2,3,5,6,2,9,3,4,3,11,4,2,7,3,3,8,7,8,2,0.48,,,
8,4,3,5,6,1,2,2,6,7,8,3,1,4,5,1,3,6,9,8,0.46,,,
