District,Station,Rainfall,Date
Chennai,Chennai AP,10.9,28-08-2011
Chennai,DGP Office,7.1,28-08-2011
Chennai,MYLAPORE-TRIPLICANE TALUK,5.9,28-08-2011
Chennai,Govt. arts college,4,28-08-2011
Chennai,Chennai nungambakkam,0.1,28-08-2011
Chennai,Chennai AP,0.5,31-08-2011
Chennai,Chennai nungambakkam,5.6,02-09-2011
Chennai,Pachaiyappa college,5.5,02-09-2011
Chennai,Chennai AP,6.4,06-09-2011
Chennai,Chennai nungambakkam,0.5,06-09-2011
Chennai,Pachaiyappa college,28,07-09-2011
Chennai,Govt. arts college,20,07-09-2011
Chennai,DGP Office,13.2,07-09-2011
Chennai,Anna university,12.2,07-09-2011
Chennai,MYLAPORE-TRIPLICANE TALUK,12.2,07-09-2011
Chennai,Chennai AP,10.2,07-09-2011
Chennai,Chennai nungambakkam,17.5,09-09-2011
Chennai,Pachaiyappa college,17.4,09-09-2011
Chennai,Anna university,1,09-09-2011
Chennai,Govt. arts college,1,09-09-2011
Chennai,Anna university,3.8,10-09-2011
Chennai,Govt. arts college,2,10-09-2011
Chennai,Chennai nungambakkam,1.6,10-09-2011
Chennai,Pachaiyappa college,1.4,10-09-2011
Chennai,DGP Office,0.3,10-09-2011
Chennai,MYLAPORE-TRIPLICANE TALUK,0.1,10-09-2011
Chennai,Anna university,6.4,12-09-2011
Chennai,MYLAPORE-TRIPLICANE TALUK,4.8,12-09-2011
Chennai,DGP Office,4.5,12-09-2011
Chennai,Chennai AP,1.6,12-09-2011
Chennai,Pachaiyappa college,1,12-09-2011
Chennai,Chennai nungambakkam,1,12-09-2011
Chennai,Chennai AP,9.7,13-09-2011
Chennai,Anna university,2.2,13-09-2011
Chennai,Govt. arts college,1,13-09-2011
Chennai,Pachaiyappa college,5,14-09-2011
Chennai,Chennai nungambakkam,5,14-09-2011
Chennai,Anna university,4.4,14-09-2011
Chennai,MYLAPORE-TRIPLICANE TALUK,4.2,14-09-2011
Chennai,DGP Office,3.9,14-09-2011
Chennai,Chennai AP,0.5,14-09-2011
Chennai,Chennai AP,22.8,16-09-2011
Chennai,Anna university,15.8,16-09-2011
Chennai,Chennai nungambakkam,1.6,16-09-2011
Chennai,Pachaiyappa college,1,16-09-2011
Chennai,Chennai nungambakkam,75.8,17-09-2011
Chennai,Pachaiyappa college,70.1,17-09-2011
Chennai,Anna university,24.8,17-09-2011
Chennai,DGP Office,23.4,17-09-2011
Chennai,MYLAPORE-TRIPLICANE TALUK,22.2,17-09-2011
Chennai,Chennai AP,21.2,17-09-2011
Chennai,Govt. arts college,16.2,17-09-2011
Chennai,Chennai nungambakkam,38.8,18-09-2011
Chennai,Pachaiyappa college,19.2,18-09-2011
Chennai,Anna university,7.6,18-09-2011
Chennai,Govt. arts college,6,18-09-2011
Chennai,MYLAPORE-TRIPLICANE TALUK,5.8,18-09-2011
Chennai,DGP Office,5.7,18-09-2011
Chennai,Chennai AP,3.6,18-09-2011
Chennai,Anna university,108.2,20-09-2011
Chennai,Chennai AP,58.4,20-09-2011
Chennai,MYLAPORE-TRIPLICANE TALUK,52,20-09-2011
Chennai,Govt. arts college,52,20-09-2011
Chennai,DGP Office,48,20-09-2011
Chennai,Chennai nungambakkam,45,20-09-2011
Chennai,Pachaiyappa college,43.1,20-09-2011
Chennai,Anna university,1.6,21-09-2011
Chennai,MYLAPORE-TRIPLICANE TALUK,1.4,21-09-2011
Chennai,Chennai nungambakkam,1.4,21-09-2011
Chennai,Pachaiyappa college,1.2,21-09-2011
Chennai,DGP Office,1.2,21-09-2011
Chennai,Anna university,64.8,29-09-2011
Chennai,DGP Office,63.6,29-09-2011
Chennai,MYLAPORE-TRIPLICANE TALUK,63.2,29-09-2011
Chennai,Chennai nungambakkam,62,29-09-2011
Chennai,Pachaiyappa college,61,29-09-2011
Chennai,Chennai AP,32.3,29-09-2011
Chennai,Govt. arts college,32,29-09-2011
Chennai,Anna university,4,30-09-2011
Chennai,Chennai AP,1.9,30-09-2011
Chennai,Chennai nungambakkam,1.4,30-09-2011
Chennai,Pachaiyappa college,1.3,30-09-2011
Chennai,MYLAPORE-TRIPLICANE TALUK,1.2,30-09-2011
Chennai,DGP Office,1.1,30-09-2011
Chennai,Govt. arts college,1,30-09-2011
Chennai,Chennai nungambakkam,0.9,03-10-2011
Chennai,Anna university,0.6,03-10-2011
Chennai,MYLAPORE-TRIPLICANE TALUK,0.3,03-10-2011
Chennai,Chennai AP,0.3,03-10-2011
Chennai,DGP Office,0.2,03-10-2011
Chennai,Chennai AP,10.7,09-10-2011
Chennai,Chennai nungambakkam,0.5,09-10-2011
Chennai,Pachaiyappa college,0.2,09-10-2011
Chennai,Chennai AP,25.6,12-10-2011
Chennai,Anna university,4.4,12-10-2011
Chennai,Chennai nungambakkam,3.4,12-10-2011
Chennai,Pachaiyappa college,3.3,12-10-2011
Chennai,DGP Office,1.3,12-10-2011
Chennai,MYLAPORE-TRIPLICANE TALUK,1.2,12-10-2011
Chennai,Govt. arts college,1.1,12-10-2011
Chennai,Anna university,1,13-10-2011
Chennai,DGP Office,0.4,13-10-2011
Chennai,Chennai AP,0.4,13-10-2011
Chennai,MYLAPORE-TRIPLICANE TALUK,0.3,13-10-2011
Chennai,Chennai AP,0.5,15-10-2011
Chennai,Anna university,19,18-10-2011
Chennai,MYLAPORE-TRIPLICANE TALUK,18,18-10-2011
Chennai,DGP Office,17,18-10-2011
Chennai,Chennai AP,16,18-10-2011
Chennai,Pachaiyappa college,8.6,18-10-2011
Chennai,Chennai nungambakkam,8.6,18-10-2011
Chennai,Govt. arts college,6.1,18-10-2011
Chennai,Chennai AP,12.2,19-10-2011
Chennai,Anna university,1.4,19-10-2011
Chennai,DGP Office,1.2,19-10-2011
Chennai,MYLAPORE-TRIPLICANE TALUK,1,19-10-2011
Chennai,Chennai AP,41.9,24-10-2011
Chennai,Anna university,31.8,24-10-2011
Chennai,DGP Office,30.6,24-10-2011
Chennai,MYLAPORE-TRIPLICANE TALUK,30.4,24-10-2011
Chennai,Pachaiyappa college,20.1,24-10-2011
Chennai,Govt. arts college,20.1,24-10-2011
Chennai,Chennai nungambakkam,20.1,24-10-2011
Chennai,Chennai nungambakkam,52.5,25-10-2011
Chennai,Pachaiyappa college,52.2,25-10-2011
Chennai,Chennai AP,37.2,25-10-2011
Chennai,Anna university,35.2,25-10-2011
Chennai,DGP Office,34.1,25-10-2011
Chennai,MYLAPORE-TRIPLICANE TALUK,33.2,25-10-2011
Chennai,Govt. arts college,30.1,25-10-2011
Chennai,Pachaiyappa college,78.2,26-10-2011
Chennai,Chennai nungambakkam,78.2,26-10-2011
Chennai,Govt. arts college,31.5,26-10-2011
Chennai,Chennai AP,30.4,26-10-2011
Chennai,Anna university,27.1,26-10-2011
Chennai,DGP Office,27.1,26-10-2011
Chennai,MYLAPORE-TRIPLICANE TALUK,26.2,26-10-2011
Chennai,Chennai AP,56.8,27-10-2011
Chennai,Anna university,48.9,27-10-2011
Chennai,MYLAPORE-TRIPLICANE TALUK,46.2,27-10-2011
Chennai,DGP Office,45.4,27-10-2011
Chennai,Chennai nungambakkam,42.8,27-10-2011
Chennai,Pachaiyappa college,42.2,27-10-2011
Chennai,Govt. arts college,35.5,27-10-2011
Chennai,Chennai nungambakkam,2.9,28-10-2011
Chennai,Pachaiyappa college,2.5,28-10-2011
Chennai,DGP Office,2.5,28-10-2011
Chennai,MYLAPORE-TRIPLICANE TALUK,1.9,28-10-2011
Chennai,Govt. arts college,1.7,28-10-2011
Chennai,Anna university,1.5,28-10-2011
Chennai,Chennai AP,0.8,28-10-2011
Chennai,Chennai AP,16,29-10-2011
Chennai,Anna university,5.9,29-10-2011
Chennai,Chennai nungambakkam,5.8,29-10-2011
Chennai,Pachaiyappa college,5.7,29-10-2011
Chennai,MYLAPORE-TRIPLICANE TALUK,5.6,29-10-2011
Chennai,Govt. arts college,5.2,29-10-2011
Chennai,DGP Office,5.1,29-10-2011
Chennai,Chennai nungambakkam,44.2,30-10-2011
Chennai,Pachaiyappa college,44,30-10-2011
Chennai,DGP Office,43,30-10-2011
Chennai,MYLAPORE-TRIPLICANE TALUK,39.7,30-10-2011
Chennai,Govt. arts college,39.2,30-10-2011
Chennai,Anna university,37,30-10-2011
Chennai,Chennai AP,35.4,30-10-2011
Chennai,Anna university,24.6,31-10-2011
Chennai,DGP Office,19.8,31-10-2011
Chennai,MYLAPORE-TRIPLICANE TALUK,19.2,31-10-2011
Chennai,Govt. arts college,18.7,31-10-2011
Chennai,Chennai AP,11,31-10-2011
Chennai,Chennai nungambakkam,8.6,31-10-2011
Chennai,Pachaiyappa college,8.5,31-10-2011
Chennai,Chennai AP,34.6,01-11-2011
Chennai,Anna university,17.8,01-11-2011
Chennai,MYLAPORE-TRIPLICANE TALUK,13,01-11-2011
Chennai,Govt. arts college,12.5,01-11-2011
Chennai,DGP Office,12.1,01-11-2011
Chennai,Chennai nungambakkam,6.4,01-11-2011
Chennai,Pachaiyappa college,6.3,01-11-2011
Chennai,Anna university,57.4,02-11-2011
Chennai,MYLAPORE-TRIPLICANE TALUK,57.2,02-11-2011
Chennai,DGP Office,56.2,02-11-2011
Chennai,Chennai AP,35.6,02-11-2011
Chennai,Chennai nungambakkam,29.4,02-11-2011
Chennai,Pachaiyappa college,29.2,02-11-2011
Chennai,Govt. arts college,26.5,02-11-2011
Chennai,Pachaiyappa college,6.1,03-11-2011
Chennai,Chennai nungambakkam,6.1,03-11-2011
Chennai,Govt. arts college,3.5,03-11-2011
Chennai,Anna university,1,03-11-2011
Chennai,MYLAPORE-TRIPLICANE TALUK,0.8,03-11-2011
Chennai,DGP Office,0.7,03-11-2011
Chennai,Chennai AP,0.5,03-11-2011
Chennai,Chennai nungambakkam,49.8,04-11-2011
Chennai,Pachaiyappa college,49.7,04-11-2011
Chennai,DGP Office,45,04-11-2011
Chennai,MYLAPORE-TRIPLICANE TALUK,44.8,04-11-2011
Chennai,Anna university,44.6,04-11-2011
Chennai,Chennai AP,31.9,04-11-2011
Chennai,Govt. arts college,31.5,04-11-2011
Chennai,Chennai nungambakkam,38.3,05-11-2011
Chennai,Pachaiyappa college,38.2,05-11-2011
Chennai,Anna university,37.4,05-11-2011
Chennai,Chennai AP,37.4,05-11-2011
Chennai,DGP Office,37.2,05-11-2011
Chennai,MYLAPORE-TRIPLICANE TALUK,37,05-11-2011
Chennai,Govt. arts college,28.5,05-11-2011
Chennai,Chennai nungambakkam,66.9,06-11-2011
Chennai,Pachaiyappa college,66.8,06-11-2011
Chennai,MYLAPORE-TRIPLICANE TALUK,55.1,06-11-2011
Chennai,DGP Office,54.1,06-11-2011
Chennai,Govt. arts college,49.5,06-11-2011
Chennai,Chennai AP,41.4,06-11-2011
Chennai,Anna university,24.4,06-11-2011
Chennai,Chennai AP,4.6,07-11-2011
Chennai,Chennai nungambakkam,33.2,17-11-2011
Chennai,Pachaiyappa college,32.4,17-11-2011
Chennai,Govt. arts college,12,17-11-2011
Chennai,DGP Office,10.7,17-11-2011
Chennai,Anna university,10.1,17-11-2011
Chennai,MYLAPORE-TRIPLICANE TALUK,10.1,17-11-2011
Chennai,Chennai AP,6.4,17-11-2011
Chennai,Anna university,37,18-11-2011
Chennai,Chennai nungambakkam,33.5,18-11-2011
Chennai,Chennai AP,33.5,18-11-2011
Chennai,Pachaiyappa college,32.5,18-11-2011
Chennai,DGP Office,29.5,18-11-2011
Chennai,Govt. arts college,28.5,18-11-2011
Chennai,MYLAPORE-TRIPLICANE TALUK,28.3,18-11-2011
Chennai,Chennai AP,7.7,24-11-2011
Chennai,Chennai nungambakkam,2.7,24-11-2011
Chennai,Pachaiyappa college,2.2,24-11-2011
Chennai,Anna university,2,24-11-2011
Chennai,MYLAPORE-TRIPLICANE TALUK,2,24-11-2011
Chennai,DGP Office,1.1,24-11-2011
Chennai,Govt. arts college,1,24-11-2011
Chennai,Anna university,97.6,25-11-2011
Chennai,Chennai AP,97.6,25-11-2011
Chennai,DGP Office,87.3,25-11-2011
Chennai,MYLAPORE-TRIPLICANE TALUK,84.2,25-11-2011
Chennai,Govt. arts college,71.3,25-11-2011
Chennai,Chennai nungambakkam,64.6,25-11-2011
Chennai,Pachaiyappa college,63,25-11-2011
Chennai,Chennai AP,48.7,26-11-2011
Chennai,Chennai nungambakkam,47.9,26-11-2011
Chennai,Pachaiyappa college,46.1,26-11-2011
Chennai,Govt. arts college,45.7,26-11-2011
Chennai,Anna university,40.6,26-11-2011
Chennai,MYLAPORE-TRIPLICANE TALUK,39.3,26-11-2011
Chennai,DGP Office,38.2,26-11-2011
Chennai,Chennai AP,84,27-11-2011
Chennai,Anna university,69.4,27-11-2011
Chennai,MYLAPORE-TRIPLICANE TALUK,60.3,27-11-2011
Chennai,DGP Office,57.3,27-11-2011
Chennai,Chennai nungambakkam,51.2,27-11-2011
Chennai,Pachaiyappa college,50.8,27-11-2011
Chennai,Govt. arts college,46.7,27-11-2011
Chennai,Chennai AP,27.5,28-11-2011
Chennai,Pachaiyappa college,23.4,28-11-2011
Chennai,Chennai nungambakkam,21.5,28-11-2011
Chennai,Anna university,19.6,28-11-2011
Chennai,Govt. arts college,18.4,28-11-2011
Chennai,MYLAPORE-TRIPLICANE TALUK,17.8,28-11-2011
Chennai,DGP Office,16.7,28-11-2011
Chennai,Chennai nungambakkam,5.6,29-11-2011
Chennai,Pachaiyappa college,4.3,29-11-2011
Chennai,Govt. arts college,3.1,29-11-2011
Chennai,Chennai AP,2.6,29-11-2011
Chennai,Anna university,2.4,29-11-2011
Chennai,MYLAPORE-TRIPLICANE TALUK,2.4,29-11-2011
Chennai,DGP Office,2.2,29-11-2011
Chennai,Chennai nungambakkam,5.6,09-12-2011
Chennai,Pachaiyappa college,2.7,09-12-2011
Chennai,MYLAPORE-TRIPLICANE TALUK,1.7,09-12-2011
Chennai,Anna university,1.3,09-12-2011
Chennai,Chennai AP,0.6,09-12-2011
Chennai,DGP Office,0.5,09-12-2011
Chennai,Govt. arts college,0.3,09-12-2011
Chennai,Chennai AP,2.1,10-12-2011
Chennai,Anna university,1.2,10-12-2011
Chennai,MYLAPORE-TRIPLICANE TALUK,0.9,10-12-2011
Chennai,DGP Office,0.7,10-12-2011
Chennai,Govt. arts college,0.3,10-12-2011
Chennai,Anna university,83.2,15-12-2011
Chennai,Chennai AP,59.9,15-12-2011
Chennai,MYLAPORE-TRIPLICANE TALUK,57.9,15-12-2011
Chennai,DGP Office,53.2,15-12-2011
Chennai,Govt. arts college,43.4,15-12-2011
Chennai,Chennai nungambakkam,37.1,15-12-2011
Chennai,Pachaiyappa college,27.2,15-12-2011
Chennai,Chennai AP,3.2,29-12-2011
Chennai,Anna university,3,29-12-2011
Chennai,MYLAPORE-TRIPLICANE TALUK,2.1,29-12-2011
Chennai,DGP Office,2.1,29-12-2011
Chennai,Govt. arts college,1.9,29-12-2011
Chennai,Chennai nungambakkam,1.9,29-12-2011
Chennai,Pachaiyappa college,1.8,29-12-2011
Chennai,Chennai AP,68,30-12-2011
Chennai,Anna university,63,30-12-2011
Chennai,MYLAPORE-TRIPLICANE TALUK,62.9,30-12-2011
Chennai,DGP Office,61.7,30-12-2011
Chennai,Chennai nungambakkam,59.3,30-12-2011
Chennai,Govt. arts college,57.2,30-12-2011
Chennai,Pachaiyappa college,54,30-12-2011
Chennai,Chennai AP,67.2,31-12-2011
Chennai,Chennai nungambakkam,35.3,31-12-2011
Chennai,Govt. arts college,27.9,31-12-2011
Chennai,Pachaiyappa college,25.4,31-12-2011
Chennai,MYLAPORE-TRIPLICANE TALUK,23.7,31-12-2011
Chennai,DGP Office,21,31-12-2011
Chennai,Anna university,14.6,31-12-2011
Chennai,Anna university,6.8,01-01-2012
Chennai,DGP Office,5.8,01-01-2012
Chennai,Chennai AP,5.1,01-01-2012
Chennai,MYLAPORE-TRIPLICANE TALUK,4.7,01-01-2012
Chennai,Govt. arts college,3.2,01-01-2012
Chennai,Chennai nungambakkam,2.6,01-01-2012
Chennai,Pachaiyappa college,2.3,01-01-2012
Chennai,Chennai AP,6.8,02-01-2012
Chennai,MYLAPORE-TRIPLICANE TALUK,1.7,02-01-2012
Chennai,Chennai nungambakkam,1.4,02-01-2012
Chennai,Pachaiyappa college,1.3,02-01-2012
Chennai,DGP Office,1.3,02-01-2012
Chennai,Govt. arts college,1.2,02-01-2012
Chennai,Anna university,0.4,02-01-2012
Chennai,Chennai AP,12.4,12-01-2012
Chennai,Chennai nungambakkam,11.9,12-01-2012
Chennai,Pachaiyappa college,2.7,12-01-2012
Chennai,Anna university,1.8,12-01-2012
Chennai,MYLAPORE-TRIPLICANE TALUK,1.7,12-01-2012
Chennai,DGP Office,1.3,12-01-2012
Chennai,Govt. arts college,0.7,12-01-2012
Chennai,Chennai AP,0.2,30-01-2012
Chennai,Anna university,17.8,31-01-2012
Chennai,Chennai AP,16,31-01-2012
Chennai,MYLAPORE-TRIPLICANE TALUK,7.2,31-01-2012
Chennai,Chennai nungambakkam,1.6,13-03-2012
Chennai,Chennai nungambakkam,1.5,20-06-2012
Chennai,Chennai nungambakkam,0.6,21-06-2012
Chennai,Chennai AP,0.1,21-06-2012
Chennai,Chennai AP,1.3,22-06-2012
Chennai,Anna university,0.1,22-06-2012
Chennai,Chennai nungambakkam,0.1,22-06-2012
Chennai,Chennai nungambakkam,4,28-06-2012
Chennai,Pachaiyappa college,2.2,28-06-2012
Chennai,Purasawalkam - Perambur,2.1,28-06-2012
Chennai,Chennai AP,0.6,28-06-2012
Chennai,MYLAPORE-TRIPLICANE TALUK,0.2,28-06-2012
Chennai,Anna university,0.1,28-06-2012
Chennai,DGP Office,0.1,28-06-2012
Chennai,Chennai AP,43.2,29-06-2012
Chennai,Anna university,21.8,29-06-2012
Chennai,Chennai nungambakkam,20,29-06-2012
Chennai,Govt. arts college,19.3,29-06-2012
Chennai,MYLAPORE-TRIPLICANE TALUK,18.9,29-06-2012
Chennai,Pachaiyappa college,17.3,29-06-2012
Chennai,DGP Office,16.7,29-06-2012
Chennai,Chennai AP,0.3,30-06-2012
Chennai,Anna university,0.1,30-06-2012
Chennai,Chennai AP,6.9,01-07-2012
Chennai,Anna university,3.2,01-07-2012
Chennai,Chennai nungambakkam,2,01-07-2012
Chennai,MYLAPORE-TRIPLICANE TALUK,1.9,01-07-2012
Chennai,Govt. arts college,1.7,01-07-2012
Chennai,DGP Office,1.3,01-07-2012
Chennai,Pachaiyappa college,1.2,01-07-2012
Chennai,Chennai nungambakkam,29.5,12-07-2012
Chennai,Chennai AP,24.5,12-07-2012
Chennai,Pachaiyappa college,21.1,12-07-2012
Chennai,Anna university,20.7,12-07-2012
Chennai,MYLAPORE-TRIPLICANE TALUK,17.6,12-07-2012
Chennai,DGP Office,15.3,12-07-2012
Chennai,Govt. arts college,14.9,12-07-2012
Chennai,Chennai nungambakkam,4.5,13-07-2012
Chennai,Pachaiyappa college,2.3,13-07-2012
Chennai,Anna university,0.3,13-07-2012
Chennai,MYLAPORE-TRIPLICANE TALUK,0.1,13-07-2012
Chennai,DGP Office,0.1,13-07-2012
Chennai,Chennai AP,29.4,14-07-2012
Chennai,Anna university,20.2,14-07-2012
Chennai,MYLAPORE-TRIPLICANE TALUK,17.1,14-07-2012
Chennai,DGP Office,16.3,14-07-2012
Chennai,Chennai nungambakkam,8.3,14-07-2012
Chennai,Pachaiyappa college,5.2,14-07-2012
Chennai,Govt. arts college,3.3,14-07-2012
Chennai,Anna university,1.9,15-07-2012
Chennai,Pachaiyappa college,1.7,15-07-2012
Chennai,MYLAPORE-TRIPLICANE TALUK,1.3,15-07-2012
Chennai,Chennai nungambakkam,1.2,15-07-2012
Chennai,Chennai AP,1.1,15-07-2012
Chennai,DGP Office,0.9,15-07-2012
Chennai,Govt. arts college,0.7,15-07-2012
Chennai,Chennai nungambakkam,8.4,16-07-2012
Chennai,Pachaiyappa college,3.3,16-07-2012
Chennai,Chennai AP,1.2,16-07-2012
Chennai,MYLAPORE-TRIPLICANE TALUK,0.9,16-07-2012
Chennai,Anna university,0.7,16-07-2012
Chennai,DGP Office,0.2,16-07-2012
Chennai,Chennai AP,17.9,18-07-2012
Chennai,Anna university,14.3,18-07-2012
Chennai,DGP Office,13.2,18-07-2012
Chennai,MYLAPORE-TRIPLICANE TALUK,11.7,18-07-2012
Chennai,Chennai nungambakkam,9.2,18-07-2012
Chennai,Pachaiyappa college,8.7,18-07-2012
Chennai,Govt. arts college,4.3,18-07-2012
Chennai,Chennai AP,2,26-07-2012
Chennai,Anna university,1.2,26-07-2012
Chennai,DGP Office,0.3,26-07-2012
Chennai,MYLAPORE-TRIPLICANE TALUK,0.2,26-07-2012
Chennai,Chennai nungambakkam,0.2,26-07-2012
Chennai,Pachaiyappa college,0.1,26-07-2012
Chennai,Chennai nungambakkam,9.4,27-07-2012
Chennai,Pachaiyappa college,5.2,27-07-2012
Chennai,Chennai AP,2.4,27-07-2012
Chennai,MYLAPORE-TRIPLICANE TALUK,1.3,27-07-2012
Chennai,Anna university,1.1,27-07-2012
Chennai,Govt. arts college,0.9,27-07-2012
Chennai,DGP Office,0.7,27-07-2012
Chennai,Chennai AP,8,28-07-2012
Chennai,Anna university,6.1,28-07-2012
Chennai,Chennai nungambakkam,5.9,28-07-2012
Chennai,MYLAPORE-TRIPLICANE TALUK,4.9,28-07-2012
Chennai,Pachaiyappa college,4.7,28-07-2012
Chennai,DGP Office,4.5,28-07-2012
Chennai,Govt. arts college,3.8,28-07-2012
Chennai,Chennai nungambakkam,3,04-08-2012
Chennai,Chennai AP,1.8,04-08-2012
Chennai,Pachaiyappa college,1.2,04-08-2012
Chennai,Anna university,0.7,04-08-2012
Chennai,DGP Office,0.2,04-08-2012
Chennai,Govt. arts college,0.2,04-08-2012
Chennai,MYLAPORE-TRIPLICANE TALUK,0.1,04-08-2012
Chennai,Chennai AP,4,05-08-2012
Chennai,Anna university,2.2,05-08-2012
Chennai,MYLAPORE-TRIPLICANE TALUK,1.7,05-08-2012
Chennai,Chennai nungambakkam,0.6,05-08-2012
Chennai,DGP Office,0.4,05-08-2012
Chennai,Govt. arts college,0.1,05-08-2012
Chennai,Govt. arts college,0.3,06-08-2012
Chennai,DGP Office,0.1,06-08-2012
Chennai,Chennai AP,0.4,08-08-2012
Chennai,Chennai AP,13.6,09-08-2012
Chennai,Anna university,7.7,09-08-2012
Chennai,Govt. arts college,4.4,09-08-2012
Chennai,DGP Office,4.2,09-08-2012
Chennai,MYLAPORE-TRIPLICANE TALUK,3.7,09-08-2012
Chennai,Chennai nungambakkam,3.6,09-08-2012
Chennai,Pachaiyappa college,2.7,09-08-2012
Chennai,Chennai AP,14,10-08-2012
Chennai,Chennai nungambakkam,13.8,10-08-2012
Chennai,Pachaiyappa college,11.9,10-08-2012
Chennai,Anna university,10.7,10-08-2012
Chennai,MYLAPORE-TRIPLICANE TALUK,9.8,10-08-2012
Chennai,DGP Office,7.3,10-08-2012
Chennai,Govt. arts college,6.2,10-08-2012
Chennai,Chennai AP,49.1,14-08-2012
Chennai,Anna university,31.8,14-08-2012
Chennai,MYLAPORE-TRIPLICANE TALUK,30.1,14-08-2012
Chennai,DGP Office,29.7,14-08-2012
Chennai,Chennai nungambakkam,26.8,14-08-2012
Chennai,Pachaiyappa college,24.4,14-08-2012
Chennai,Govt. arts college,17.6,14-08-2012
Chennai,Chennai AP,5.1,16-08-2012
Chennai,Chennai nungambakkam,4.5,16-08-2012
Chennai,Pachaiyappa college,3.2,16-08-2012
Chennai,DGP Office,2.1,16-08-2012
Chennai,Anna university,1.7,16-08-2012
Chennai,MYLAPORE-TRIPLICANE TALUK,1.2,16-08-2012
Chennai,Govt. arts college,0.7,16-08-2012
Chennai,Chennai nungambakkam,13.7,18-08-2012
Chennai,Pachaiyappa college,11.9,18-08-2012
Chennai,Govt. arts college,9.2,18-08-2012
Chennai,Chennai AP,3.8,18-08-2012
Chennai,Anna university,2.9,18-08-2012
Chennai,MYLAPORE-TRIPLICANE TALUK,2.2,18-08-2012
Chennai,DGP Office,1.3,18-08-2012
Chennai,Chennai nungambakkam,2.3,20-08-2012
Chennai,Pachaiyappa college,0.7,20-08-2012
Chennai,Chennai AP,0.3,20-08-2012
Chennai,Anna university,0.1,20-08-2012
Chennai,MYLAPORE-TRIPLICANE TALUK,0.1,20-08-2012
Chennai,Chennai AP,82.9,26-08-2012
Chennai,MYLAPORE-TRIPLICANE TALUK,53.3,26-08-2012
Chennai,Anna university,47.6,26-08-2012
Chennai,DGP Office,43.2,26-08-2012
Chennai,Govt. arts college,27.4,26-08-2012
Chennai,Pachaiyappa college,13.4,26-08-2012
Chennai,Chennai nungambakkam,9.8,26-08-2012
Chennai,Chennai AP,0.3,27-08-2012
Chennai,Anna university,0.1,27-08-2012
Chennai,Anna university,0.3,29-08-2012
Chennai,Govt. arts college,0.1,29-08-2012
Chennai,Chennai nungambakkam,9,30-08-2012
Chennai,Pachaiyappa college,5.7,30-08-2012
Chennai,Govt. arts college,1.3,30-08-2012
Chennai,Chennai nungambakkam,38.8,03-09-2012
Chennai,Pachaiyappa college,31.7,03-09-2012
Chennai,Chennai AP,22.8,03-09-2012
Chennai,MYLAPORE-TRIPLICANE TALUK,19.6,03-09-2012
Chennai,Govt. arts college,17.1,03-09-2012
Chennai,Anna university,15.2,03-09-2012
Chennai,DGP Office,12.5,03-09-2012
Chennai,Ambathur,11,03-09-2012
Chennai,Chennai AP,16.5,07-09-2012
Chennai,Anna university,7.1,07-09-2012
Chennai,Chennai nungambakkam,3.2,07-09-2012
Chennai,Purasawalkam - Perambur,2.6,07-09-2012
Chennai,Pachaiyappa college,2.6,07-09-2012
Chennai,MYLAPORE-TRIPLICANE TALUK,2.1,07-09-2012
Chennai,DGP Office,1.9,07-09-2012
Chennai,Govt. arts college,0.5,07-09-2012
Chennai,Chennai nungambakkam,53.3,08-09-2012
Chennai,Pachaiyappa college,47.6,08-09-2012
Chennai,Chennai AP,37,08-09-2012
Chennai,MYLAPORE-TRIPLICANE TALUK,27.9,08-09-2012
Chennai,Anna university,24.7,08-09-2012
Chennai,Ambathur,22,08-09-2012
Chennai,Govt. arts college,21.4,08-09-2012
Chennai,DGP Office,17.2,08-09-2012
Chennai,Chennai AP,1.2,09-09-2012
Chennai,Chennai nungambakkam,0.7,09-09-2012
Chennai,Pachaiyappa college,0.4,09-09-2012
Chennai,Anna university,0.3,09-09-2012
Chennai,MYLAPORE-TRIPLICANE TALUK,0.1,09-09-2012
Chennai,Chennai AP,10.7,11-09-2012
Chennai,Pachaiyappa college,10.2,11-09-2012
Chennai,Ambathur,10,11-09-2012
Chennai,Chennai nungambakkam,9.3,11-09-2012
Chennai,MYLAPORE-TRIPLICANE TALUK,8.2,11-09-2012
Chennai,Anna university,7.7,11-09-2012
Chennai,DGP Office,7.4,11-09-2012
Chennai,Govt. arts college,5.9,11-09-2012
Chennai,Ambathur,25,14-09-2012
Chennai,Chennai nungambakkam,21.3,14-09-2012
Chennai,DGP Office,18.7,14-09-2012
Chennai,Pachaiyappa college,17.7,14-09-2012
Chennai,Anna university,15.6,14-09-2012
Chennai,Chennai AP,14.1,14-09-2012
Chennai,MYLAPORE-TRIPLICANE TALUK,11.7,14-09-2012
Chennai,Govt. arts college,11.3,14-09-2012
Chennai,Chennai AP,42.1,15-09-2012
Chennai,MYLAPORE-TRIPLICANE TALUK,36.5,15-09-2012
Chennai,DGP Office,33.9,15-09-2012
Chennai,Anna university,32.4,15-09-2012
Chennai,Pachaiyappa college,29.2,15-09-2012
Chennai,Chennai nungambakkam,26.8,15-09-2012
Chennai,Ambathur,22,15-09-2012
Chennai,Govt. arts college,17.6,15-09-2012
Chennai,Chennai AP,6.4,16-09-2012
Chennai,Anna university,1.7,16-09-2012
